fips,population,area,density
51620,8526,8.21,1045.8
51630,28350,10.44,2326.2
51640,7014,8.24,854.6
51650,136879,51.41,2673.2
51660,52478,17.42,2808.2
51670,22196,10.28,2198
51678,7311,2.5,2820.2
51680,79047,49.13,1538.2
51683,42081,9.88,3827.6
51685,15174,2.53,5632.6
51690,13711,10.96,1261.5
51700,182965,68.71,2630
51710,245428,54.12,4486.4
51720,4031,7.48,529.1
51730,32701,22.93,1413.7
51735,12048,15.32,793.2
51740,96004,33.65,2838.8
51750,17646,9.87,1662.1
51760,217853,59.81,3414.7
51770,99428,42.56,2279.8
51775,25483,14.44,1717.9
51790,24538,19.98,1188.8
51800,86806,400.17,211.4
51810,450980,249.02,1758.9
51820,21366,15.04,1396.8
51830,14691,9.02,1559.3
51840,27543,9.23,2838
53000,7061530,66455.52,101.2
53001,19179,1924.98,9.7
53003,22189,636.21,34
53005,186486,1700.38,103
53007,74588,2920.53,24.8
53009,72715,1738.33,41.1
53011,451008,629,676.2
53013,3985,868.63,4.7
53015,102133,1140.13,89.8
53017,39804,1819.26,21.1
53019,7667,2203.16,3.4
53021,87809,1242.17,62.9
53023,2215,710.69,3.2
53025,93147,2679.51,33.3
53027,70818,1902.03,38.3
53029,79275,208.45,376.6
53031,30228,1803.7,16.6
53033,2079967,2115.57,912.9
53035,254183,394.94,635.9
53037,42522,2297.27,17.8
53039,20861,1871.31,10.9
53041,75128,2402.8,31.4
53043,10250,2310.49,4.6
53045,60711,959.42,63.3
53047,41290,5267.98,7.8
53049,20561,932.66,22.4
53051,12985,1399.99,9.3
53053,831928,1669.51,476.3
53055,16015,173.92,90.7
53057,120365,1731.2,67.5
53059,11340,1655.68,6.7
53061,759583,2087.27,341.8
53063,484318,1763.79,267.2
53065,43650,2477.77,17.6
53067,265851,721.96,349.4
53069,4067,263.38,15.1
53071,59844,1270.13,46.3
53073,208351,2106.86,95.5
53075,46827,2159.09,20.7
53077,247687,4295.4,56.6
54000,1850326,24038.21,77.1
54001,16766,341.06,48.6
54003,110497,321.14,324.4
54005,23714,501.54,49.1
54007,14463,510.81,28.4
54009,23530,89.21,269.8
54011,97109,281.02,342.8
54013,7513,279.25,27.3
54015,8941,341.9,27.5
54017,8391,319.72,25.7
54019,45132,661.55,69.6
54021,8618,338.5,25.7
54023,11687,477.37,25
54025,35450,1019.57,34.8
54027,23483,640.25,37.4
54029,30112,82.61,371.3
54031,13923,582.31,24.1
54033,68761,416.01,166.1
54035,29126,464.35,62.9
54037,55713,209.64,255.2
54039,190223,901.59,214.1
54041,16414,384.9,42.5
54043,21561,437.04,49.7
54045,35348,453.74,81
54047,20448,533.46,41.5
54049,56803,308.74,182.7
54051,32416,305.43,108.4
54053,27016,430.75,63.4
54055,61785,418.99,148.6
54057,27578,327.83,86.1
54059,25716,423.11,63.4
54061,103463,360.06,267.1
54063,13582,472.75,28.6
54065,17453,229.07,76.6
54067,25827,646.82,40.6
54069,43328,105.82,420
54071,7371,696.05,11.1
54073,7634,130.1,58.5
54075,8662,940.28,9.3
54077,33788,648.81,51.7
54079,56770,345.67,160.5
54081,78241,605.35,130.3
54083,29429,1039.68,28.3
54085,10011,451.99,23.1
54087,14664,483.56,30.9
54089,13417,360.46,38.6
54091,17069,172.77,97.8
54093,6927,418.92,17
54095,9098,256.29,35.9
54097,24731,354.64,68.4
54099,41122,505.98,84
54101,8834,553.47,16.5
54103,15988,358.06,46.3
54105,5845,232.51,24.6
54107,86237,366.26,237.4
54109,22598,499.45,47.6
55000,5757564,54157.8,105
55001,20215,645.65,32.3
55003,16103,1045.04,15.5
55005,45455,862.71,53.2
55007,14985,1477.86,10.2
55009,256670,529.71,468.2
55011,13188,671.64,20.2
55013,15328,821.85,18.8
55015,49491,318.24,153.9
55017,63460,1008.37,61.9
55019,34423,1209.82,28.7
55021,56615,765.53,74.2
55023,16392,570.66,29.2
55025,516284,1197.24,407.7
55027,88574,875.63,101.4
55029,27766,481.98,57.6
55031,43698,1304.14,33.9
55033,44305,850.11,51.6
55035,101564,637.98,154.8
55037,4481,488.2,9.1
55039,101759,719.55,141.2
55041,9127,1014.07,9.2
55043,51829,1146.85,44.7
55045,37063,583.96,63.1
55047,18836,349.44,54.5
55049,23825,762.58,31.1
55051,5917,758.17,7.8
55053,20652,987.72,20.7
55055,84395,556.47,150.4
55057,26395,766.93,34.8
55059,168068,271.99,611.9
55061,20444,342.52,60.1
55063,118011,451.69,253.8
55065,16853,633.59,26.6
55067,19410,870.64,22.9
55069,28493,878.97,32.7
55071,80160,589.08,138.3
55073,135780,1544.98,86.8
55075,41298,1399.35,29.8
55077,15050,455.6,33.8
55078,4522,357.61,11.8
55079,956406,241.4,3926
55081,45379,900.78,49.6
55083,37417,997.99,37.7
55085,35563,1112.97,32.3
55087,182006,637.52,277.2
55089,87470,233.08,370.7
55091,7335,231.98,32.2
55093,40958,573.75,71.5
55095,43437,913.96,48.4
55097,70482,800.68,87.4
55099,13675,1254.38,11.3
55101,195163,332.5,587.7
55103,17662,586.15,30.7
55105,161188,718.14,223.3
55107,14333,913.59,16.2
55109,86759,722.33,116.8
55111,63379,830.9,74.6
55113,16437,1257.31,13.2
55115,41579,893.06,47
55117,115290,511.27,225.9
55119,20540,974.88,21.2
55121,29509,732.97,39.3
55123,30362,791.58,37.6
55125,21398,856.6,25
55127,103527,555.13,184.2
55129,15694,797.11,20
55131,133251,430.7,306.2
55133,395118,549.57,709.4
55135,52066,747.71,70.1
55137,24178,626.15,39.1
55139,169511,434.49,384.3
55141,73608,793.12,94.2
56000,584153,97093.14,5.8
56001,37811,4273.84,8.5
56003,11930,3137.1,3.7
56005,48320,4802.71,9.6
56007,15854,7897.58,2
56009,14097,4254.88,3.3
56011,7248,2854.41,2.5
56013,40703,9183.81,4.4
56015,13514,2225.39,6
56017,4816,2004.09,2.4
56019,8573,4154.15,2.1
56021,96389,2685.91,34.2
56023,18567,4076.13,4.4
56025,81624,5340.35,14.1
56027,2463,2626.04,0.9
56029,28989,6942.08,4.1
56031,8799,2084.21,4.2
56033,30032,2523.99,11.5
56035,10057,4886.54,2.1
56037,45010,10426.65,4.2
56039,22930,3995.38,5.3
56041,20904,2081.26,10.1
56043,8322,2238.55,3.8
56045,7201,2398.09,3
